Product ID,Category,Sub-Category,Product Name,Sales
OFF-LA-10002787,Office Supplies,Labels,Avery 480,26.25
OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.5600000000000005
OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744
TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.568
OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.5280000000000005
OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.56799999999999
OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.080000000000001
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96
OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776000000000003
OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,20.16
OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05
OFF-AR-10000896,Office Supplies,Art,Newell 329,16.4
OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.120000000000001
OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96
FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.0580000000001
OFF-AR-10003770,Office Supplies,Art,Newell 340,17.28
FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952
TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04
FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328000000000003
OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702000000000002
OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618000000000002
OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94
OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,16.896
OFF-LA-10002312,Office Supplies,Labels,Avery 490,29.6
OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,15.552000000000003
OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,52.199999999999996
FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48
OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,957.5775
OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.991999999999997
FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128
OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854000000000006
TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232000000000001
FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48
TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96
FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,73.32000000000001
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.1840000000002
OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588000000000005
FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35
TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.982
OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.720000000000001
TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,442.40000000000003
OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,31.872000000000003
OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08
OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98
OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96
OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96
OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56
OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84
FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98
OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02
OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176
TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.98800000000006
OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792
FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783
OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036
TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647.904
TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.19999999999999
OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88
OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048
OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904
OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.568
TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0000000000002
OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98
FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53
OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29
OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92
FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,47.952000000000005
TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072
OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,7.3
TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98
OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94
TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,63.98400000000001
OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016000000000002
TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,94.992
OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56
FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136000000000003
OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3
OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96
OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44
TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76
FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,11.840000000000002
FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94
TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96
OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.800000000000004
FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94
TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0
FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.27200000000005
TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45
OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682000000000001
OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.303999999999998
TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52
OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272000000000002
OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86
OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.368000000000002
OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84
OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.779999999999996
OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9.936
OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.5520000000000005
OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64
OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176
OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57
OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736000000000004
OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42
TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.9680000000001
OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.256
OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096
TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,3149.9300000000003
OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.7719999999999994
FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6
FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98
OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.339999999999996
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768
OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7
OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2.628
FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16.156
TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.9920000000001
TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.98400000000001
OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.1919999999999997
OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.240000000000002
FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55
OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.920000000000005
OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728
TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.94999999999999
OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.80999999999999
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568
OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",46.26
OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78
OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.363999999999997
FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.0239999999999
OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96
TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.9300000000001
TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86
TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.99400000000001
OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9
OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84
TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992
FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648000000000001
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,114.9
OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.36800000000001
OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98
OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94
OFF-LA-10001317,Office Supplies,Labels,Avery 520,6.3
OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66
TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49
TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76
TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576
OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736000000001
OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04
TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112
OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.608
FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.1360000000001
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,12.96
OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.79199999999999
FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94
OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968
OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95
OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11.07
OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856
OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82
OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86
OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48
OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7
OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.720000000000001
FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92
OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61
TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.200000000000001
OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25
OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63
OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.8720000000000003
TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99
OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624
FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976
FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232
OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544
OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456
OFF-AR-10000246,Office Supplies,Art,Newell 318,19.459999999999997
OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52
OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229
OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,50.96
OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.3040000000000003
OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882000000000005
FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488
TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8
TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.97600000000006
OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44
OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48
OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12
FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168000000000001
OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.296
FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94
OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724000000000004
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,132.79
FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",63.686
TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88
OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,7.872
OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97
OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536
TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982
OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.44
OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,34.68
OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92
OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",10.416000000000002
TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.3760000000001
OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04
TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.96999999999999
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71
TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0
OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.136
FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4
OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056
OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86
OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408
OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,28.728
FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.53999999999999
OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808
OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61
OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93
TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992
OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776
TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8
TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45000000000005
OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.160000000000002
OFF-PA-10003823,Office Supplies,Paper,Xerox 197,223.056
OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858000000000001
OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352000000000004
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,41.92
FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3000000000001
OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.5680000000001
TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0
OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.560000000000002
OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1.7440000000000002
OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91000000000001
OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.97999999999996
FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2655999999997
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96
TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86
TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98
OFF-FA-10003112,Office Supplies,Fasteners,Staples,12.624
OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128
OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16
FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48
TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4
OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312
OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.2820000000000005
OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0
TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88000000000001
OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.440000000000001
OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.99399999999997
OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51.18399999999998
TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94
TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04
OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352
OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62
FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76
TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,83.97600000000001
OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168000000000003
FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84
OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12
OFF-AR-10002833,Office Supplies,Art,Newell 322,7.28
OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168000000000001
OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056
OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84
FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4
OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56
OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.459999999999997
OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136
FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,369.91200000000003
FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04
FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28
TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376
TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.5799999999999
OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216
OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,33.75
OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.496000000000002
OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952000000000004
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24
OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368000000000002
TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,831.2
OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84
